Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Highintensity Drug Trafficking Areas Program,0.238,b,,,,0.238
#NAME?,Law and order,Law courts,Current Operations  Judicial and Legal Services (E25),,0,g,0,21.3,22.4,43.7
#NAME?,Law and order,Law courts,Construction  Judicial and Legal Services (F25),,0,g,0,0.2,0.3,0.5
#NAME?,Law and order,Law courts,Other Capital Outlay  Judicial and Legal Services (G25),,0,g,0,0.2,0.3,0.5
#NAME?,Law and order,Prisons,Federal correctional activities (753),Buildings and Facilities,0.135,b,,,,0.135
#NAME?,Law and order,Prisons,Federal correctional activities (753),Salaries and Expenses,6.794,b,,,,6.794
#NAME?,Law and order,Prisons,Federal correctional activities (753),Detention Trustee,0.237,b,,,,0.237
#NAME?,Law and order,Prisons,Current Operations  Correctional Institutions (E04),,0,g,0,35.5,19.5,55
#NAME?,Law and order,Prisons,Current Operations  Corrections  Other (E05),,0,g,0,8.3,4.6,12.9
#NAME?,Law and order,Prisons,Construction  Correctional Institutions (F04),,0,g,0,1.7,1.5,3.1
#NAME?,Law and order,Prisons,Construction  Corrections  Other (F05),,0,g,0,0,0.1,0.1
#NAME?,Law and order,Prisons,Other Capital Outlay  Correctional Institutions (G04),,0,g,0,0.3,0.5,0.8
#NAME?,Law and order,Prisons,Other Capital Outlay  Corrections  Other (G05),,0,g,0,0.1,0.1,0.1
-R&D Public order and safety,Law and order,R&D Public order and safety,,,0,,0,0,0,0
#NAME?,Law and order,Public order and safety n.e.c.,"Current Operations  Protective Inspection and Regulation, NEC (E66)",,0,g,0,9.4,5.2,14.6
#NAME?,Law and order,Public order and safety n.e.c.,"Construction  Protective Inspection and Regulation, NEC (F66)",,0,g,0,0,0.5,0.5
#NAME?,Law and order,Public order and safety n.e.c.,"Other Capital Outlay  Protective Inspection and Regulation, NEC (G66)",,0,g,0,0.1,0.1,0.2
#NAME?,Secularism,Sickness and disability,,,0,,0,0,0,0
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),Special Benefits,0.38,b,,,,0.38
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),Foreign Service Retirement and Disability Fund,0.893,b,,,,0.893
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),Armed Forces Retirement Home,0.083,b,,,,0.083
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),Military Retirement Fund,54.561,b,,,,54.561
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),"Reemployed Annuitants Salary Offset, Civil Service Retirement and Disability Fund",-0.052,b,,,,-0.052
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),Civil Service Retirement and Disability Fund,0.105,b,,,,0.105
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),Civil Service Retirement and Disability Fund,83.099,b,,,,83.099
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),Employees Life Insurance Fund,-2.075,b,,,,-2.075
---Judicial Officers' Retirement Fund,Secularism,Old age,Federal employee retirement and disability (602),Judicial Officers' Retirement Fund,0.059,b,,,,0.059
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),"Reimbursement for Program Expenses, Federal Retirement Thrift Investment Board",-0.146,b,,,,-0.146
#NAME?,Secularism,Old age,Federal employee retirement and disability (602),Program Expenses,0.146,b,,,,0.146
#NAME?,Secularism,Old age,Social security (651),Payments to Social Security Trust Funds,61.661,b,,,,61.661
#NAME?,Secularism,Old age,Social security (651),"Administrative Expenses, Recovery Act",0.175,b,,,,0.175
"---FOASI, General Fund Payments for Payroll Tax Holiday (PL 111-312)",Secularism,Old age,Social security (651),"FOASI, General Fund Payments for Payroll Tax Holiday (PL 111312)",-25.456,b,,,,-25.456
#NAME?,Secularism,Old age,Social security (651),"FOASI, Federal Payments to the FOASI Trust Fund",-29.19,b,,,,-29.19
#NAME?,Secularism,Old age,Social security (651),Federal Oldage and Survivors Insurance Trust Fund,2.629,b,,,,2.629
#NAME?,Secularism,Old age,Social security (651),Federal Oldage and Survivors Insurance Trust Fund,676.467,b,,,,676.467
"---FDI, General Fund Payments for Payroll Tax Holiday (PL 111-312)",Secularism,Old age,Social security (651),"FDI, General Fund Payments for Payroll Tax Holiday (PL 111312)",-4.317,b,,,,-4.317
#NAME?,Secularism,Old age,Social security (651),"FDI, Federal Payments to the FDI Trust Fund",-2.495,b,,,,-2.495
#NAME?,Secularism,Old age,Social security (651),Federal Disability Insurance Trust Fund,3.026,b,,,,3.026
#NAME?,Secularism,Old age,Social security (651),Federal Disability Insurance Trust Fund,143.547,b,,,,143.547
#NAME?,Secularism,Old age,Social security (651),Limitation on Administrative Expenses,-0.16,b,,,,-0.16
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","Postal Service Contributions for Current Workers, Postal Service Retiree Health Benefits Fund",-3.339,b,,,,-3.339
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","NonDoD Employing Agency Contributions, DoD MedicareEligible Retiree Health Care Fund",-0.196,b,,,,-0.196
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","Department of Women welfare Contributions, DoD MedicareEligible Retiree Health Care Fund",-6.953,b,,,,-6.953
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","FHI Trust Fund, Federal Employer Contributions (FICA)",-3.649,b,,,,-3.649
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","FHI Trust Fund, Postal Service Employer Contributions (FICA)",-0.59,b,,,,-0.59
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","Employing Agency Contributions, Military Retirement Fund",-20.844,b,,,,-20.844
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","Federal Contributions (concurrent Receipt Accruals), Military Retirement Fund",-6.95,b,,,,-6.95
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","Agency Contributions, Civil Service Retirement and Disability Fund",-21.257,b,,,,-21.257
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","Postal Service Agency Contributions, Civil Service Retirement and Disability Fund",-3.933,b,,,,-3.933
#NAME?,Secularism,Old age,"Employer share, employee retirement (onbudget) (951)","Employing Agency Contributions, Foreign Service Retirement and Disability Fund",-0.322,b,,,,-0.322
#NAME?,Secularism,Old age,"Employer share, employee retirement (offbudget) (952)","FOASI, Federal Employer Contributions (FICA Taxes)",-14.103,b,,,,-14.103
#NAME?,Secularism,Old age,"Employer share, employee retirement (offbudget) (952)","FDI, Federal Employer Contributions (FICA Taxes)",-2.395,b,,,,-2.395
#NAME?,Secularism,Old age,Employee Retirement  Benefit Payments (X11),,0,g,0,186.3,42.6,228.9
#NAME?,Secularism,Old age,Employee Retirement  Withdrawals (X12),,0,g,0,4.5,0.9,5.4
--Employee Retirement - Other Payments (Disc. 2005) (X14),Secularism,Old age,Employee Retirement  Other Payments (Disc. 2005) (X14),,0,,0,0,0,0
#NAME?,Others,Basic research,"Space flight, research, and supporting activities (252)",Space Operations,40004.271,b,,,,40004.271
#NAME?,Others,Basic research,"Space flight, research, and supporting activities (252)",Science,5,b,,,,5
#NAME?,Others,Basic research,"Space flight, research, and supporting activities (252)",Cross Agency Support,2.921,b,,,,2.921
#NAME?,Others,Basic research,"Space flight, research, and supporting activities (252)",Exploration,3.859,b,,,,3.859
#NAME?,Others,Basic research,"Space flight, research, and supporting activities (252)",Education,0.173,b,,,,0.173
#NAME?,Others,Basic research,"Space flight, research, and supporting activities (252)","Construction, Environmental Compliance, and Remediation",0.545,b,,,,0.545
#NAME?,Others,Basic research,"Space flight, research, and supporting activities (252)",Space Technology,0.519,b,,,,0.519
#NAME?,Others,"General economic, commercial and labour ",Deposit insurance (373),Deposit Insurance Fund,-17.093,b,,,,-17.093
#NAME?,Others,"General economic, commercial and labour ",Deposit insurance (373),Orderly Liquidation Fund,1.515,b,,,,1.515
#NAME?,Others,"General economic, commercial and labour ",Deposit insurance (373),Credit Union Share Insurance Fund,-0.139,b,,,,-0.139
#NAME?,Others,"General economic, commercial and labour ",Deposit insurance (373),Central Liquidity Facility,-0.11,b,,,,-0.11
#NAME?,Others,"General economic, commercial and labour ",Deposit insurance (373),Temporary Corporate Credit Union Stabilization Fund,-0.755,b,,,,-0.755
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Surveys, Investigations, and Research",1.141,b,,,,1.141
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Coastal Impact Assistance,0.092,b,,,,0.092
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Salaries and Expenses,0.268,b,,,,0.268
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Salaries and Expenses,0.065,b,,,,0.065
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Working Capital Fund,0.102,b,,,,0.102
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Interior Franchise Fund,0.388,b,,,,0.388
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Operations, Research, and Facilities",0.105,b,,,,0.105
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Operations, Research, and Facilities",3.12,b,,,,3.12
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Pacific Coastal Salmon Recovery,0.076,b,,,,0.076
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Procurement, Acquisition and Construction",1.715,b,,,,1.715
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Farm Credit System Insurance Fund,-0.153,b,,,,-0.153
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Administrative and Operating Expenses,0.075,b,,,,0.075
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Federal Crop Insurance Corporation Fund,-0.075,b,,,,-0.075
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Federal Crop Insurance Corporation Fund,9.162,b,,,,9.162
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Credit Insurance Fund Program Account,0.415,b,,,,0.415
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Discrimination Claims Settlement,1.15,b,,,,1.15
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Credit Insurance Fund Liquidating Account,-0.163,b,,,,-0.163
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Commodity Credit Corporation Fund,6.522,b,,,,6.522
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Disaster Relief Fund,1.395,b,,,,1.395
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Salaries and Expenses,1.207,b,,,,1.207
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Tobacco Trust Fund,0.96,b,,,,0.96
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Departmental Administration,0.082,b,,,,0.082
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),"Deposits of Fees, Inspection and Grading of Farm Products, AMS",-0.151,b,,,,-0.151
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Economic Research Service,0.086,b,,,,0.086
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),National Agricultural Statistics Service,0.178,b,,,,0.178
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,1.135,b,,,,1.135
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Research and Education Activities,0.337,b,,,,0.337
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Research and Education Activities,0.478,b,,,,0.478
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Integrated Activities,0.083,b,,,,0.083
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Extension Activities,0.613,b,,,,0.613
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Extension Activities,0.095,b,,,,0.095
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0.857,b,,,,0.857
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0.27,b,,,,0.27
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Marketing Services,0.081,b,,,,0.081
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Payments to States and Possessions,0.054,b,,,,0.054
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),"Expenses and Refunds, Inspection and Grading of Farm Products",0.15,b,,,,0.15
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Agriculture Buildings and Facilities and Rental Payments,0.244,b,,,,0.244
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0.177,b,,,,0.177
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Office of Civil Rights,0.054,b,,,,0.054
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Office of Inspector General,0.092,b,,,,0.092
"--Federal Intergovernmental - Natural Resources, Agriculture (Disc. 2005) (B54)",Others,"Agriculture, forestry, fishing and hunti","Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",,0,,0,0,0,0
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Federal Intergovernmental  Natural Resources (B59),,0,g,-2.6,0,0,-2.6
--Current Operations - Agriculture - Other (Disc. 2005) (E54),Others,"Agriculture, forestry, fishing and hunti",Current Operations  Agriculture  Other (Disc. 2005) (E54),,0,,0,0,0,0
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Current Operations  State Fish and Game (E55),,0,g,0,3.1,0,3.1
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Current Operations  State Forestry (E56),,0,g,0,1.7,0,1.7
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Current Operations  Natural Resources  Other (E59),,0,g,0,1.4,5.2,6.5
--Construction - Agriculture - Other (Disc. 2005) (F54),Others,"Agriculture, forestry, fishing and hunti",Construction  Agriculture  Other (Disc. 2005) (F54),,0,,0,0,0,0
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Construction  State Fish and Game (F55),,0,g,0,0.1,0,0.1
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Construction  State Forestry (F56),,0,g,0,0.1,0,0.1
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Construction  Natural Resources  Other (F59),,0,g,0,1,1.4,2.4
--Other Capital Outlay - Agriculture - Other (Disc. 2005) (G54),Others,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  Agriculture  Other (Disc. 2005) (G54),,0,,0,0,0,0
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  State Fish and Game (G55),,0,g,0,0.5,0,0.5
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  State Forestry (G56),,0,g,0,0.2,0,0.2
#NAME?,Others,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  Natural Resources  Other (G59),,0,g,0,0.4,0.9,1.3
#NAME?,Others,Fuel and energy,Energy supply (271),Payment Where Specified Energy Property Credit Exceeds Liability for Tax,2.144,b,,,,2.144
#NAME?,Others,Fuel and energy,Energy supply (271),"Grants for Specified Energy Property in Lieu of Tax Credits, Recovery Act",1.705,b,,,,1.705
#NAME?,Others,Fuel and energy,Energy supply (271),"Sale and Transmission of Electric Energy, Southwestern Power Administration",-0.078,b,,,,-0.078
#NAME?,Others,Fuel and energy,Energy supply (271),"Sale and Transmission of Electric Energy, Southeastern Power Administration",-0.179,b,,,,-0.179
#NAME?,Others,Fuel and energy,Energy supply (271),"Reclamation Fund, All Other, Sale of Electric Energy, Bonneville Power Administration",-0.09,b,,,,-0.09
#NAME?,Others,Fuel and energy,Energy supply (271),"Reclamation Fund, All Other, Sale of Power and Other Utilities (WAPA)",-0.189,b,,,,-0.189
#NAME?,Others,Fuel and energy,Energy supply (271),Nuclear Waste Disposal Fund,-0.783,b,,,,-0.783
#NAME?,Others,Fuel and energy,Energy supply (271),"General Fund Payment  Women welfare, Decontamination and Decommissioning Fund",-0.463,b,,,,-0.463
---Title 17 Innovative Technology Loan Guarantee Program,Others,Fuel and energy,Energy supply (271),Title 17 Innovative Technology Loan Guarantee Program,0.55,b,,,,0.55
#NAME?,Others,Fuel and energy,Energy supply (271),Fossil Energy Research and Development,1.668,b,,,,1.668
#NAME?,Others,Fuel and energy,Energy supply (271),NonWomen welfare Environmental Cleanup,0.223,b,,,,0.223
#NAME?,Others,Fuel and energy,Energy supply (271),Electricity Delivery and Energy Reliability,0.786,b,,,,0.786
#NAME?,Others,Fuel and energy,Energy supply (271),Nuclear Energy,0.764,b,,,,0.764
#NAME?,Others,Fuel and energy,Energy supply (271),Energy Efficiency and Renewable Energy,1.529,b,,,,1.529
#NAME?,Others,Fuel and energy,Energy supply (271),"Energy Transformation Acceleration Fund, Recovery Act",0.07,b,,,,0.07
#NAME?,Others,Fuel and energy,Energy supply (271),Advanced Research Projects Agency,0.271,b,,,,0.271
#NAME?,Others,Fuel and energy,Energy supply (271),Uranium Enrichment Decontamination and Decommissioning Fund,0.518,b,,,,0.518
#NAME?,Others,Fuel and energy,Energy supply (271),"Western Area Power Administration, Borrowing Authority, Recovery Act.",0.218,b,,,,0.218
#NAME?,Others,Fuel and energy,Energy supply (271),"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",0.31,b,,,,0.31
#NAME?,Others,Fuel and energy,Energy supply (271),Tennessee Valley Authority Fund,0.945,b,,,,0.945
#NAME?,Others,Fuel and energy,Energy supply (271),"Rural Electrification and Telephone Loans, Negative Subsidies",-0.183,b,,,,-0.183
#NAME?,Others,Fuel and energy,Energy supply (271),Rural Electrification and Telecommunications Liquidating Account,-0.478,b,,,,-0.478
#NAME?,Others,Fuel and energy,Energy conservation (272),Energy Efficiency and Renewable Energy,1.01,b,,,,1.01
#NAME?,Others,Fuel and energy,Energy conservation (272),Energy Efficiency and Renewable Energy,1.682,b,,,,1.682
#NAME?,Others,Fuel and energy,Energy conservation (272),Advanced Technology Vehicles Manufacturing Loan Program Account,0.361,b,,,,0.361
#NAME?,Others,Fuel and energy,Energy conservation (272),"Advanced Vehicles, Community Deployment Challenge",0.15,b,,,,0.15
#NAME?,Others,Fuel and energy,Energy conservation (272),Home Energy Retrofit Rebate Program,0.3,b,,,,0.3
#NAME?,Others,Fuel and energy,Emergency energy preparedness (274),Strategic Petroleum Reserve,0.25,b,,,,0.25
#NAME?,Others,Fuel and energy,Emergency energy preparedness (274),SPR Petroleum Account,0.096,b,,,,0.096
#NAME?,Others,Fuel and energy,"Energy information, policy, and regulation (276)",Energy Information Administration,0.112,b,,,,0.112
#NAME?,Others,Fuel and energy,"Energy information, policy, and regulation (276)",Departmental Administration,0.175,b,,,,0.175
#NAME?,Others,Fuel and energy,"Energy information, policy, and regulation (276)",Salaries and Expenses,1.061,b,,,,1.061
#NAME?,Others,Fuel and energy,"Energy information, policy, and regulation (276)","Nuclear Facility Fees, Nuclear Regulatory Commission",-0.925,b,,,,-0.925
#NAME?,Others,Fuel and energy,"Energy information, policy, and regulation (276)",Electric Reliability Organization,0.1,b,,,,0.1
#NAME?,Others,Fuel and energy,Rents and royalties on the Outer Continental Shelf (953),Royalties on Outer Continental Shelf Lands,-5.907,b,,,,-5.907
#NAME?,Others,Fuel and energy,Rents and royalties on the Outer Continental Shelf (953),"Land and Water Conservation Fund, Rent Receipts, Outer Continental Shelf Lands",-0.702,b,,,,-0.702
#NAME?,Others,Fuel and energy,Rents and royalties on the Outer Continental Shelf (953),"Land and Water Conservation Fund, Royalty Receipts, Outer Continental Shelf",-0.195,b,,,,-0.195
#NAME?,Others,Fuel and energy,Rents and royalties on the Outer Continental Shelf (953),"Historic Preservation Fund, Rent Receipts, Outer Continental Shelf Lands",-0.15,b,,,,-0.15
#NAME?,Others,Fuel and energy,Federal Intergovernmental  Electric Utilities (B92),,0,g,-0.2,0,0,-0.2
#NAME?,Others,Fuel and energy,Federal Intergovernmental  Gas Utilities (B93),,0,,0,0,0,0
#NAME?,Others,Fuel and energy,Current Operations  Electric Utilities (E92),,0,g,0,11.1,51.6,62.7
#NAME?,Others,Fuel and energy,Current Operations  Gas Utilities (E93),,0,g,0,0,8.2,8.2
#NAME?,Others,Fuel and energy,Construction  Electric Utilities (F92),,0,g,0,0.8,6,6.8
#NAME?,Others,Fuel and energy,Construction  Gas Utilities (F93),,0,g,0,0,0.5,0.5
#NAME?,Others,Fuel and energy,Other Capital Outlay  Electric Utilities (G92),,0,g,0,0.2,1.3,1.5
#NAME?,Others,Fuel and energy,Other Capital Outlay  Gas Utilities (G93),,0,g,0,0,0.2,0.2
#NAME?,Others,Fuel and energy,Electric Utilities  Interest on Debt (I92),,0,g,0,1.2,3.7,4.9
#NAME?,Others,Fuel and energy,Gas Utilities  Interest on Debt (I93),,0,g,0,0,0.4,0.4
#NAME?,Others,"Mining, manufacturing and construction",,,0,,0,0,0,0
#NAME?,Others,Communication,Postal Service (372),"Postal Service Contributions for Benefits Paid to Retirees, Postal Service Retiree Health Benefits Fund",-0.876,b,,,,-0.876
#NAME?,Others,Communication,Postal Service (372),Payment to Postal Service Fund,0.078,b,,,,0.078
#NAME?,Others,Communication,Postal Service (372),Office of Inspector General of the United States Postal Service,0.241,b,,,,0.241
#NAME?,Others,Communication,Postal Service (372),Postal Service Fund,-6.912,b,,,,-6.912
#NAME?,Others,Communication,Postal Service (372),Unspecified Adjustments to Operations,2.037,b,,,,2.037
#NAME?,Others,Other industries,Current Operations  Liquor Stores (E90),,0,g,0,5.6,1.2,6.9
#NAME?,Others,Other industries,Construction  Liquor Stores (F90),,0,g,0,0,0,0
#NAME?,Others,Other industries,Other Capital Outlay  Liquor Stores (G90),,0,g,0,0,0,0
-R&D Economic affairs,Others,R&D Economic affairs,,,0,,0,0,0,0
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Continued Dumping and Subsidy Offset,0.126,b,,,,0.126
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Terrorism Insurance Program,0.245,b,,,,0.245
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Office of Financial Stability,0.291,b,,,,0.291
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),State Small Business Credit Initiative,0.251,b,,,,0.251
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Financial Research Fund,0.154,b,,,,0.154
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.582,b,,,,0.582
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Business Loans Program Account,0.491,b,,,,0.491
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Commodity Futures Trading Commission,0.297,b,,,,0.297
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Universal Service Fund,1.867,b,,,,1.867
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Universal Service Fund,7.795,b,,,,7.795
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.158,b,,,,0.158
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.105,b,,,,0.105
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Investor Law and order Fund,0.133,b,,,,0.133
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Public Company Accounting Oversight Board,0.236,b,,,,0.236
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Securities Investor Law and order Corporation,0.299,b,,,,0.299
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Travel Promotion Fund,0.1,b,,,,0.1
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Bureau of Consumer Financial Law and order Fund,0.394,b,,,,0.394
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,-0.198,b,,,,-0.198
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),"Spectrum Auction Receipts, Public Safety Trust Fund",-1.216,b,,,,-1.216
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,0.497,b,,,,0.497
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,0.068,b,,,,0.068
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Promote and Develop Fishery Products and Research Pertaining to American Fisheries,-0.071,b,,,,-0.071
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Promote and Develop Fishery Products and Research Pertaining to American Fisheries,0.071,b,,,,0.071
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Scientific and Technical Research and Services,0.705,b,,,,0.705
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Wireless Innovation (WIN) Fund,-0.288,b,,,,-0.288
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Construction of Research Facilities,0.182,b,,,,0.182
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Industrial Technology Services,0.156,b,,,,0.156
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),National Network for Manufacturing Innovation,0.208,b,,,,0.208
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.056,b,,,,0.056
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),State and Local Implementation Fund,-0.16,b,,,,-0.16
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.062,b,,,,0.062
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),"Broadband Technology Opportunities Program, Recovery Act",1.159,b,,,,1.159
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Incentive Auction Relocation Fund,-0.5,b,,,,-0.5
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Public Safety Trust Fund,1.216,b,,,,1.216
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.259,b,,,,0.259
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Periodic Censuses and Programs,0.717,b,,,,0.717
#NAME?,Others,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.1,b,,,,0.1
#NAME?,Others,Economic affairs n.e.c.,Sale of major assets (954),Proceeds from Sale of Securities from the AIG Credit Facility Trust,-4.035,b,,,,-4.035
#NAME?,Others,Economic affairs n.e.c.,Sale of major assets (954),Asset Sale Proceeds,-0.12,b,,,,-0.12
#NAME?,Others,Economic affairs n.e.c.,Other undistributed offsetting receipts (959),Auction Receipts,-0.425,b,,,,-0.425
#NAME?,Others,Economic affairs n.e.c.,Other undistributed offsetting receipts (959),Spectrum License User Fees,-0.2,b,,,,-0.2
#NAME?,Others,Economic affairs n.e.c.,"Current Operations  Miscellaneous Commercial Activities, NEC (E03)",,0,g,0,2.5,5.5,8
#NAME?,Others,Economic affairs n.e.c.,"Construction  Miscellaneous Commercial Activities, NEC (F03)",,0,g,0,0.2,0.2,0.3
#NAME?,Others,Economic affairs n.e.c.,"Other Capital Outlay  Miscellaneous Commercial Activities, NEC (G03)",,0,g,0,0,0,0.1
#NAME?,Others,Waste management,Current Operations  Solid Waste Management (E81),,0,g,0,2.8,24.2,26.9
